ts,event,agent_id,age,role,subpop,risk_score,access_level,clinic_id,dose_num,status
0.2,ELIGIBLE,1047.0,43.0,teacher,C,5.705780847026293,2.0,-1,1,eligible
0.2,ELIGIBLE,1052.0,35.0,teacher,C,5.582236908072252,1.0,-1,1,eligible
0.2,ELIGIBLE,1053.0,47.0,healthcare,B,6.368387025163199,3.0,-1,1,eligible
0.2,ELIGIBLE,1054.0,41.0,teacher,C,6.315446305622728,1.0,-1,1,eligible
0.2,ELIGIBLE,1055.0,84.0,other,A,10.0,1.0,-1,1,eligible
0.2,ELIGIBLE,1058.0,68.0,other,A,8.553437496422765,1.0,-1,1,eligible
0.2,ELIGIBLE,1059.0,37.0,healthcare,B,5.931018386607073,1.0,-1,1,eligible
0.2,ELIGIBLE,1060.0,44.0,healthcare,B,4.568913439377113,1.0,-1,1,eligible
0.2,ELIGIBLE,1061.0,24.0,teacher,C,6.357412709399266,1.0,-1,1,eligible
0.2,ELIGIBLE,1062.0,39.0,teacher,C,6.04878587172762,2.0,-1,1,eligible
0.2,ELIGIBLE,1065.0,75.0,other,A,8.183552567390402,2.0,-1,1,eligible
0.2,ELIGIBLE,1066.0,35.0,teacher,C,3.5353624916519077,2.0,-1,1,eligible
0.2,ELIGIBLE,1067.0,49.0,healthcare,B,6.846752435731246,2.0,-1,1,eligible
0.2,ELIGIBLE,1069.0,79.0,other,A,10.0,2.0,-1,1,eligible
0.2,ELIGIBLE,1072.0,73.0,other,A,8.724391637770243,3.0,-1,1,eligible
0.2,ELIGIBLE,1074.0,80.0,other,A,8.363050215655171,2.0,-1,1,eligible
0.2,ELIGIBLE,1075.0,35.0,teacher,C,6.612464951709416,1.0,-1,1,eligible
0.2,ELIGIBLE,1084.0,43.0,healthcare,B,3.9987012239568487,3.0,-1,1,eligible
0.2,ELIGIBLE,1085.0,69.0,other,A,10.0,3.0,-1,1,eligible
0.2,ELIGIBLE,1086.0,68.0,other,A,8.852156438439623,3.0,-1,1,eligible
0.2,ELIGIBLE,1087.0,26.0,teacher,C,5.9888816476627955,1.0,-1,1,eligible
0.2,ELIGIBLE,1088.0,55.0,healthcare,B,6.219506846368302,1.0,-1,1,eligible
0.2,ELIGIBLE,1091.0,39.0,healthcare,B,7.0464289554403745,1.0,-1,1,eligible
0.2,ELIGIBLE,1093.0,40.0,healthcare,B,7.362007829407791,3.0,-1,1,eligible
0.2,ELIGIBLE,1094.0,73.0,other,A,9.845027794745683,3.0,-1,1,eligible
0.2,ELIGIBLE,1095.0,66.0,other,A,8.280636453068574,1.0,-1,1,eligible
0.2,ELIGIBLE,1096.0,39.0,teacher,C,3.233985864445642,1.0,-1,1,eligible
0.2,ELIGIBLE,1098.0,57.0,healthcare,B,5.022412290532213,1.0,-1,1,eligible
0.2,ELIGIBLE,1099.0,66.0,other,A,9.086151563753049,1.0,-1,1,eligible
0.2,ELIGIBLE,1101.0,35.0,healthcare,B,8.01476565992127,1.0,-1,1,eligible
0.2,ELIGIBLE,1103.0,49.0,healthcare,B,5.986438818933102,1.0,-1,1,eligible
0.2,ELIGIBLE,1104.0,69.0,other,A,10.0,1.0,-1,1,eligible
0.2,ELIGIBLE,1106.0,72.0,other,A,8.197715229564377,1.0,-1,1,eligible
0.2,ELIGIBLE,1107.0,76.0,other,A,7.938117219147414,1.0,-1,1,eligible
0.2,ELIGIBLE,1109.0,42.0,teacher,C,5.837464710288867,1.0,-1,1,eligible
0.2,ELIGIBLE,1111.0,41.0,teacher,C,5.715739125566651,3.0,-1,1,eligible
0.2,ELIGIBLE,1112.0,72.0,other,A,7.177867172135812,2.0,-1,1,eligible
0.2,ELIGIBLE,1114.0,28.0,healthcare,B,5.099978675424799,1.0,-1,1,eligible
0.2,ELIGIBLE,1115.0,43.0,teacher,C,6.772732676033154,1.0,-1,1,eligible
0.2,ELIGIBLE,1116.0,29.0,teacher,C,4.41931115112916,2.0,-1,1,eligible
0.2,ELIGIBLE,1117.0,26.0,healthcare,B,8.952467759454818,3.0,-1,1,eligible
0.2,ELIGIBLE,1118.0,65.0,other,A,8.857858511605922,2.0,-1,1,eligible
0.2,ELIGIBLE,1119.0,61.0,healthcare,B,7.915747003379126,1.0,-1,1,eligible
0.2,ELIGIBLE,1121.0,45.0,healthcare,B,7.853713854298881,3.0,-1,1,eligible
0.2,ELIGIBLE,1123.0,47.0,healthcare,B,6.136480608417235,1.0,-1,1,eligible
0.2,ELIGIBLE,1124.0,25.0,teacher,C,5.522816685764877,3.0,-1,1,eligible
0.2,ELIGIBLE,1126.0,68.0,other,A,6.899433162620074,2.0,-1,1,eligible
0.2,ELIGIBLE,1127.0,72.0,other,A,10.0,3.0,-1,1,eligible
0.2,ELIGIBLE,1128.0,57.0,healthcare,B,7.133297005882842,1.0,-1,1,eligible
0.2,ELIGIBLE,1129.0,36.0,healthcare,B,8.838100572741467,2.0,-1,1,eligible
0.2,ELIGIBLE,1130.0,71.0,other,A,5.549888234967832,2.0,-1,1,eligible
0.2,ELIGIBLE,1131.0,40.0,healthcare,B,6.5558729393493165,3.0,-1,1,eligible
0.2,ELIGIBLE,1133.0,39.0,teacher,C,4.690929588755613,1.0,-1,1,eligible
0.2,ELIGIBLE,1134.0,34.0,healthcare,B,7.101408830725443,2.0,-1,1,eligible
0.2,ELIGIBLE,1136.0,42.0,teacher,C,5.4277709350856345,1.0,-1,1,eligible
0.2,ELIGIBLE,1137.0,61.0,healthcare,B,7.655452335585199,1.0,-1,1,eligible
0.2,ELIGIBLE,1138.0,50.0,teacher,C,5.826244342905199,3.0,-1,1,eligible
0.2,ELIGIBLE,1140.0,31.0,teacher,C,8.526179796669899,2.0,-1,1,eligible
0.2,ELIGIBLE,1141.0,37.0,teacher,C,5.945711185878587,1.0,-1,1,eligible
0.2,ELIGIBLE,1142.0,54.0,teacher,C,6.44350436039939,2.0,-1,1,eligible
0.2,ELIGIBLE,1143.0,83.0,other,A,9.058883256214484,2.0,-1,1,eligible
0.2,ELIGIBLE,1144.0,48.0,teacher,C,3.26921594837046,1.0,-1,1,eligible
0.2,ELIGIBLE,1145.0,46.0,teacher,C,4.514701400725205,1.0,-1,1,eligible
0.2,ELIGIBLE,1146.0,84.0,other,A,7.680098616318881,3.0,-1,1,eligible
0.2,ELIGIBLE,1147.0,34.0,teacher,C,4.806728317860328,2.0,-1,1,eligible
0.2,ELIGIBLE,1148.0,75.0,other,A,5.4031860605131135,2.0,-1,1,eligible
0.2,ELIGIBLE,1149.0,27.0,teacher,C,6.201021838335307,2.0,-1,1,eligible
0.2,ELIGIBLE,1150.0,38.0,teacher,C,6.410052116316814,2.0,-1,1,eligible
0.2,ELIGIBLE,1152.0,65.0,other,A,8.088164183253149,2.0,-1,1,eligible
0.2,ELIGIBLE,1153.0,36.0,teacher,C,3.7433437452567633,1.0,-1,1,eligible
0.2,ELIGIBLE,1155.0,44.0,teacher,C,5.9985893149906175,1.0,-1,1,eligible
0.2,ELIGIBLE,1156.0,76.0,other,A,10.0,3.0,-1,1,eligible
0.2,ELIGIBLE,1159.0,28.0,teacher,C,4.310054784105386,1.0,-1,1,eligible
0.2,ELIGIBLE,1164.0,77.0,other,A,10.0,2.0,-1,1,eligible
0.2,ELIGIBLE,1165.0,81.0,other,A,9.646640806727833,1.0,-1,1,eligible
0.2,ELIGIBLE,1168.0,40.0,healthcare,B,3.757992691272373,1.0,-1,1,eligible
0.2,ELIGIBLE,1169.0,33.0,healthcare,B,5.646591983243329,1.0,-1,1,eligible
0.2,ELIGIBLE,1170.0,68.0,other,A,9.653513047340356,1.0,-1,1,eligible
0.2,ELIGIBLE,1171.0,68.0,other,A,8.438608405048623,1.0,-1,1,eligible
0.2,ELIGIBLE,1173.0,74.0,other,A,10.0,2.0,-1,1,eligible
0.2,ELIGIBLE,1175.0,38.0,healthcare,B,8.343621953781634,1.0,-1,1,eligible
0.2,ELIGIBLE,1177.0,41.0,teacher,C,3.76106105025832,2.0,-1,1,eligible
0.2,ELIGIBLE,1178.0,68.0,other,A,8.75214139144492,2.0,-1,1,eligible
0.2,ELIGIBLE,1180.0,71.0,other,A,9.676609703349007,2.0,-1,1,eligible
0.2,ELIGIBLE,1183.0,73.0,other,A,8.698344474479448,3.0,-1,1,eligible
0.2,ELIGIBLE,1188.0,57.0,teacher,C,6.154621824598328,3.0,-1,1,eligible
0.2,ELIGIBLE,1189.0,84.0,other,A,8.227956687047598,1.0,-1,1,eligible
0.2,ELIGIBLE,1191.0,33.0,teacher,C,6.787283863716841,1.0,-1,1,eligible
0.2,ELIGIBLE,1192.0,82.0,other,A,8.337420123789782,2.0,-1,1,eligible
0.2,ELIGIBLE,1193.0,34.0,teacher,C,4.024786262358238,1.0,-1,1,eligible
0.2,ELIGIBLE,1194.0,80.0,other,A,7.992026371725238,2.0,-1,1,eligible
0.2,ELIGIBLE,1195.0,22.0,teacher,C,4.796593165993649,2.0,-1,1,eligible
0.2,ELIGIBLE,1196.0,44.0,healthcare,B,7.747279454823605,1.0,-1,1,eligible
0.2,ELIGIBLE,1197.0,45.0,teacher,C,6.23104990994989,3.0,-1,1,eligible
0.2,ELIGIBLE,1198.0,47.0,teacher,C,5.260286184834105,3.0,-1,1,eligible
0.2,ELIGIBLE,1199.0,83.0,other,A,8.182166434591537,1.0,-1,1,eligible
0.2,ELIGIBLE,1200.0,28.0,teacher,C,5.846008619299504,1.0,-1,1,eligible
0.2,ELIGIBLE,1201.0,38.0,healthcare,B,7.451777780063382,1.0,-1,1,eligible
0.2,ELIGIBLE,1203.0,25.0,teacher,C,6.41644664464577,2.0,-1,1,eligible
0.2,ELIGIBLE,1204.0,29.0,healthcare,B,7.150990901323439,1.0,-1,1,eligible
0.2,ELIGIBLE,1205.0,67.0,other,A,8.731323039317363,1.0,-1,1,eligible
0.2,ELIGIBLE,1206.0,53.0,teacher,C,5.588311630256821,1.0,-1,1,eligible
0.2,ELIGIBLE,1207.0,82.0,other,A,7.265550503659742,1.0,-1,1,eligible
0.2,ELIGIBLE,1208.0,45.0,teacher,C,5.2361429054391335,3.0,-1,1,eligible
0.2,ELIGIBLE,1210.0,81.0,other,A,6.6875014897996765,3.0,-1,1,eligible
0.2,ELIGIBLE,1212.0,31.0,healthcare,B,5.751214526355921,1.0,-1,1,eligible
0.2,ELIGIBLE,1213.0,47.0,healthcare,B,6.2368247740560685,1.0,-1,1,eligible
0.2,ELIGIBLE,1215.0,51.0,teacher,C,6.045562913337324,2.0,-1,1,eligible
0.2,ELIGIBLE,1216.0,72.0,other,A,8.809078281383297,3.0,-1,1,eligible
0.2,ELIGIBLE,1217.0,76.0,other,A,9.086065110399732,3.0,-1,1,eligible
0.2,ELIGIBLE,1218.0,26.0,teacher,C,6.422511930522211,1.0,-1,1,eligible
0.2,ELIGIBLE,1219.0,25.0,teacher,C,6.818850791765065,2.0,-1,1,eligible
0.2,ELIGIBLE,1221.0,34.0,healthcare,B,6.287700903082704,2.0,-1,1,eligible
0.2,ELIGIBLE,1222.0,22.0,healthcare,B,7.8750183236025055,1.0,-1,1,eligible
0.2,ELIGIBLE,1225.0,80.0,other,A,8.47651263250947,2.0,-1,1,eligible
0.2,ELIGIBLE,1228.0,41.0,teacher,C,5.5706808097261975,2.0,-1,1,eligible
0.2,ELIGIBLE,1229.0,27.0,teacher,C,3.0491856670763506,1.0,-1,1,eligible
0.2,ELIGIBLE,1230.0,42.0,teacher,C,4.904095347293166,3.0,-1,1,eligible
0.2,ELIGIBLE,1231.0,75.0,other,A,8.707663340967356,1.0,-1,1,eligible
0.2,ELIGIBLE,1232.0,31.0,teacher,C,6.72139948854643,1.0,-1,1,eligible
0.2,ELIGIBLE,1233.0,34.0,teacher,C,6.953580543068961,1.0,-1,1,eligible
0.2,ELIGIBLE,1234.0,32.0,teacher,C,6.080238318412751,1.0,-1,1,eligible
0.2,ELIGIBLE,1235.0,30.0,teacher,C,4.1953623688450605,1.0,-1,1,eligible
0.2,ELIGIBLE,1237.0,22.0,teacher,C,6.8180837911040175,1.0,-1,1,eligible
0.2,ELIGIBLE,1238.0,73.0,other,A,6.974747165700336,3.0,-1,1,eligible
0.2,ELIGIBLE,1239.0,71.0,other,A,10.0,3.0,-1,1,eligible
0.2,ELIGIBLE,1243.0,49.0,healthcare,B,7.581970815240999,2.0,-1,1,eligible
0.2,ELIGIBLE,1245.0,67.0,other,A,9.879530977613804,2.0,-1,1,eligible
0.2,ELIGIBLE,1247.0,37.0,teacher,C,5.428390390149738,1.0,-1,1,eligible
0.2,ELIGIBLE,1250.0,40.0,healthcare,B,4.476103576593148,2.0,-1,1,eligible
0.2,ELIGIBLE,1252.0,74.0,other,A,8.975660689522542,2.0,-1,1,eligible
0.2,ELIGIBLE,1253.0,69.0,other,A,8.631531513934826,1.0,-1,1,eligible
0.2,ELIGIBLE,1254.0,82.0,other,A,7.750745092237625,2.0,-1,1,eligible
0.2,ELIGIBLE,1255.0,53.0,healthcare,B,4.319446926123831,1.0,-1,1,eligible
0.2,ELIGIBLE,1256.0,70.0,other,A,6.443392361167389,2.0,-1,1,eligible
0.2,ELIGIBLE,1258.0,49.0,teacher,C,6.255841818983458,2.0,-1,1,eligible
0.2,ELIGIBLE,1259.0,84.0,other,A,6.492053680314163,2.0,-1,1,eligible
0.2,ELIGIBLE,1261.0,29.0,healthcare,B,8.598493089310399,1.0,-1,1,eligible
0.2,ELIGIBLE,1262.0,28.0,healthcare,B,6.1392620130272295,1.0,-1,1,eligible
0.2,ELIGIBLE,1263.0,41.0,healthcare,B,7.964466788566108,1.0,-1,1,eligible
0.2,ELIGIBLE,1264.0,71.0,other,A,10.0,3.0,-1,1,eligible
0.2,ELIGIBLE,1265.0,31.0,healthcare,B,7.432805179802226,2.0,-1,1,eligible
0.2,ELIGIBLE,1266.0,29.0,teacher,C,7.564318650524418,1.0,-1,1,eligible
0.2,ELIGIBLE,1267.0,54.0,healthcare,B,10.0,1.0,-1,1,eligible
0.2,ELIGIBLE,1268.0,66.0,other,A,8.882660943969,2.0,-1,1,eligible
0.2,ELIGIBLE,1270.0,30.0,teacher,C,5.912695889636167,2.0,-1,1,eligible
0.2,ELIGIBLE,1271.0,56.0,teacher,C,5.335466760057154,1.0,-1,1,eligible
0.2,ELIGIBLE,1272.0,31.0,healthcare,B,5.90682638519701,1.0,-1,1,eligible
0.2,ELIGIBLE,1274.0,44.0,teacher,C,4.748372403190719,2.0,-1,1,eligible
0.2,ELIGIBLE,1276.0,54.0,teacher,C,3.3165889361663368,2.0,-1,1,eligible
0.2,ELIGIBLE,1277.0,49.0,teacher,C,6.033595401604244,1.0,-1,1,eligible
0.2,ELIGIBLE,1281.0,43.0,healthcare,B,8.32579229608117,1.0,-1,1,eligible
0.2,ELIGIBLE,1282.0,45.0,healthcare,B,7.110983911894497,1.0,-1,1,eligible
0.2,ELIGIBLE,1284.0,53.0,healthcare,B,3.800785022498636,1.0,-1,1,eligible
0.2,ELIGIBLE,1285.0,70.0,other,A,7.593050515529992,2.0,-1,1,eligible
0.2,ELIGIBLE,1287.0,65.0,other,A,8.376350048032492,1.0,-1,1,eligible
0.2,ELIGIBLE,1289.0,75.0,other,A,10.0,2.0,-1,1,eligible
0.2,ELIGIBLE,1291.0,35.0,teacher,C,5.206241282903731,2.0,-1,1,eligible
0.2,ELIGIBLE,1292.0,44.0,teacher,C,3.8459538626247056,1.0,-1,1,eligible
0.2,ELIGIBLE,1293.0,80.0,other,A,8.713321112036004,2.0,-1,1,eligible
0.2,ELIGIBLE,1294.0,38.0,healthcare,B,2.977056500984207,1.0,-1,1,eligible
0.2,ELIGIBLE,1296.0,40.0,teacher,C,5.076856234306709,3.0,-1,1,eligible
0.2,ELIGIBLE,1297.0,66.0,other,A,9.113154816057005,1.0,-1,1,eligible
0.2,ELIGIBLE,1298.0,66.0,other,A,7.036758493799559,1.0,-1,1,eligible
0.2,ELIGIBLE,1300.0,79.0,other,A,7.432905208208204,3.0,-1,1,eligible
0.2,ELIGIBLE,1302.0,45.0,teacher,C,6.100632712937976,3.0,-1,1,eligible
0.2,ELIGIBLE,1303.0,75.0,other,A,7.660313388989962,2.0,-1,1,eligible
0.2,ELIGIBLE,1304.0,73.0,other,A,9.901178403705778,1.0,-1,1,eligible
0.2,ELIGIBLE,1305.0,43.0,teacher,C,6.028547956380982,2.0,-1,1,eligible
0.2,ELIGIBLE,1306.0,47.0,teacher,C,6.029843544386587,1.0,-1,1,eligible
0.2,ELIGIBLE,1307.0,39.0,teacher,C,2.604177868907493,1.0,-1,1,eligible
0.2,ELIGIBLE,1309.0,38.0,healthcare,B,6.649858473805675,3.0,-1,1,eligible
0.2,ELIGIBLE,1310.0,66.0,other,A,9.969281644923965,2.0,-1,1,eligible
0.2,ELIGIBLE,1311.0,44.0,healthcare,B,8.222705760826557,2.0,-1,1,eligible
0.2,ELIGIBLE,1312.0,71.0,other,A,8.837905745749444,2.0,-1,1,eligible
0.2,ELIGIBLE,1314.0,48.0,teacher,C,5.613622206528967,1.0,-1,1,eligible
0.2,ELIGIBLE,1316.0,32.0,teacher,C,4.545961702936052,2.0,-1,1,eligible
0.2,ELIGIBLE,1317.0,80.0,other,A,8.40709289914668,1.0,-1,1,eligible
0.2,ELIGIBLE,1318.0,84.0,other,A,9.346085697748594,3.0,-1,1,eligible
0.2,ELIGIBLE,1321.0,33.0,teacher,C,4.391528359434514,1.0,-1,1,eligible
0.2,ELIGIBLE,1323.0,42.0,healthcare,B,8.804038414874464,1.0,-1,1,eligible
0.2,ELIGIBLE,1324.0,31.0,teacher,C,4.21240272665636,2.0,-1,1,eligible
0.2,ELIGIBLE,1326.0,68.0,other,A,10.0,2.0,-1,1,eligible
0.2,ELIGIBLE,1327.0,33.0,healthcare,B,6.8497061514873545,1.0,-1,1,eligible
0.2,ELIGIBLE,1328.0,35.0,teacher,C,3.4476521284293766,2.0,-1,1,eligible
0.2,ELIGIBLE,1330.0,74.0,other,A,10.0,3.0,-1,1,eligible
0.2,ELIGIBLE,1331.0,32.0,teacher,C,4.688805278098135,2.0,-1,1,eligible
0.2,ELIGIBLE,1332.0,37.0,teacher,C,4.605045789977327,2.0,-1,1,eligible
0.2,ELIGIBLE,1333.0,29.0,healthcare,B,7.411955411545175,1.0,-1,1,eligible
0.2,ELIGIBLE,1334.0,40.0,teacher,C,3.237914388211223,3.0,-1,1,eligible
0.2,ELIGIBLE,1335.0,85.0,other,A,10.0,2.0,-1,1,eligible
0.2,ELIGIBLE,1338.0,57.0,healthcare,B,4.514165390228094,3.0,-1,1,eligible
0.2,ELIGIBLE,1339.0,36.0,teacher,C,4.886251608425811,2.0,-1,1,eligible
0.2,ELIGIBLE,1345.0,35.0,teacher,C,5.434635381661856,1.0,-1,1,eligible
0.2,ELIGIBLE,1346.0,31.0,teacher,C,5.84982046883888,1.0,-1,1,eligible
0.2,ELIGIBLE,1347.0,43.0,healthcare,B,5.915148071774532,2.0,-1,1,eligible
0.2,ELIGIBLE,1348.0,65.0,other,A,8.101064266478122,2.0,-1,1,eligible
0.2,ELIGIBLE,1350.0,39.0,teacher,C,5.750383129458543,1.0,-1,1,eligible
0.2,ELIGIBLE,1351.0,33.0,teacher,C,3.836033246947104,2.0,-1,1,eligible
0.2,ELIGIBLE,1353.0,40.0,teacher,C,6.313872926688222,2.0,-1,1,eligible
0.2,ELIGIBLE,1354.0,37.0,teacher,C,4.743156089577092,1.0,-1,1,eligible
0.2,ELIGIBLE,1356.0,75.0,other,A,6.481491328868938,2.0,-1,1,eligible
0.2,ELIGIBLE,1358.0,72.0,other,A,6.8983750233349,2.0,-1,1,eligible
0.2,ELIGIBLE,1359.0,76.0,other,A,9.656027725055814,1.0,-1,1,eligible
0.2,ELIGIBLE,1360.0,68.0,other,A,6.023351719084185,3.0,-1,1,eligible
0.2,ELIGIBLE,1361.0,48.0,teacher,C,8.185136820487617,1.0,-1,1,eligible
0.2,ELIGIBLE,1362.0,44.0,teacher,C,5.696929592764746,1.0,-1,1,eligible
0.2,ELIGIBLE,1363.0,67.0,other,A,6.486848007940327,1.0,-1,1,eligible
0.2,ELIGIBLE,1365.0,50.0,teacher,C,4.281897587256509,1.0,-1,1,eligible
0.2,ELIGIBLE,1366.0,52.0,healthcare,B,6.991483889596882,1.0,-1,1,eligible
0.2,ELIGIBLE,1367.0,73.0,other,A,8.818092139419441,2.0,-1,1,eligible
0.2,ELIGIBLE,1370.0,41.0,teacher,C,3.747448908110097,2.0,-1,1,eligible
0.2,ELIGIBLE,1371.0,72.0,other,A,7.556149427080152,1.0,-1,1,eligible
0.2,ELIGIBLE,1373.0,46.0,teacher,C,4.575294927699189,3.0,-1,1,eligible
0.2,ELIGIBLE,1374.0,61.0,teacher,C,6.7210463986465925,2.0,-1,1,eligible
0.2,ELIGIBLE,1376.0,35.0,healthcare,B,6.00856253621954,1.0,-1,1,eligible
0.2,ELIGIBLE,1377.0,71.0,other,A,6.616465814166397,3.0,-1,1,eligible
0.2,ELIGIBLE,1378.0,40.0,teacher,C,5.019860200054917,3.0,-1,1,eligible
0.2,ELIGIBLE,1380.0,56.0,teacher,C,5.923847303567147,3.0,-1,1,eligible
0.2,ELIGIBLE,1381.0,73.0,other,A,9.617854583473745,2.0,-1,1,eligible
0.2,ELIGIBLE,1382.0,39.0,healthcare,B,8.231699133474224,1.0,-1,1,eligible
0.2,ELIGIBLE,1383.0,41.0,healthcare,B,6.906967417449717,3.0,-1,1,eligible
0.2,ELIGIBLE,1384.0,77.0,other,A,10.0,3.0,-1,1,eligible
0.2,ELIGIBLE,1385.0,39.0,teacher,C,5.15661488314863,1.0,-1,1,eligible
0.2,ELIGIBLE,1386.0,41.0,healthcare,B,6.436421830415255,2.0,-1,1,eligible
0.2,ELIGIBLE,1387.0,75.0,other,A,7.307770782200024,1.0,-1,1,eligible
0.2,ELIGIBLE,1389.0,49.0,teacher,C,5.7534308250277135,3.0,-1,1,eligible
0.2,ELIGIBLE,1390.0,37.0,healthcare,B,7.665455342861827,1.0,-1,1,eligible
0.2,ELIGIBLE,1391.0,44.0,teacher,C,6.3356703439806035,2.0,-1,1,eligible
0.2,ELIGIBLE,1392.0,42.0,teacher,C,7.837684663204732,1.0,-1,1,eligible
0.2,ELIGIBLE,1393.0,72.0,other,A,10.0,2.0,-1,1,eligible
0.2,ELIGIBLE,1394.0,33.0,teacher,C,6.812992647198247,3.0,-1,1,eligible
0.2,ELIGIBLE,1397.0,29.0,teacher,C,4.53881077089567,3.0,-1,1,eligible
0.2,ELIGIBLE,1398.0,47.0,teacher,C,7.270518015683003,2.0,-1,1,eligible
0.2,ELIGIBLE,1399.0,35.0,teacher,C,7.229549373227345,2.0,-1,1,eligible
0.2,ELIGIBLE,1400.0,48.0,teacher,C,6.307335753925145,3.0,-1,1,eligible
0.2,ELIGIBLE,1401.0,22.0,teacher,C,5.795354618035823,3.0,-1,1,eligible
0.2,ELIGIBLE,1402.0,69.0,other,A,9.25049623486081,2.0,-1,1,eligible
0.2,ELIGIBLE,1405.0,22.0,teacher,C,6.0788632451353095,3.0,-1,1,eligible
0.2,ELIGIBLE,1406.0,46.0,healthcare,B,6.010396449519721,1.0,-1,1,eligible
0.2,ELIGIBLE,1407.0,30.0,teacher,C,4.894557874964527,2.0,-1,1,eligible
0.2,ELIGIBLE,1408.0,79.0,other,A,9.444394265857824,1.0,-1,1,eligible
0.2,ELIGIBLE,1409.0,42.0,teacher,C,6.791321045459059,3.0,-1,1,eligible
0.2,ELIGIBLE,1410.0,31.0,teacher,C,5.064772632726628,2.0,-1,1,eligible
0.2,ELIGIBLE,1411.0,75.0,other,A,9.012049434977762,1.0,-1,1,eligible
0.2,ELIGIBLE,1412.0,45.0,teacher,C,7.221233536426775,1.0,-1,1,eligible
0.2,ELIGIBLE,1413.0,34.0,teacher,C,5.085213028299782,2.0,-1,1,eligible
0.2,ELIGIBLE,1414.0,58.0,healthcare,B,8.385198935073886,3.0,-1,1,eligible
0.2,ELIGIBLE,1418.0,77.0,other,A,8.577904368881047,1.0,-1,1,eligible
0.2,ELIGIBLE,1419.0,44.0,healthcare,B,5.111828988533586,2.0,-1,1,eligible
0.2,ELIGIBLE,1421.0,42.0,healthcare,B,8.310661152618167,1.0,-1,1,eligible
0.2,ELIGIBLE,1422.0,78.0,other,A,6.617485059315135,3.0,-1,1,eligible
0.2,ELIGIBLE,1423.0,41.0,teacher,C,5.010022308349305,1.0,-1,1,eligible
0.2,ELIGIBLE,1425.0,68.0,other,A,7.55193378787991,3.0,-1,1,eligible
0.2,ELIGIBLE,1426.0,40.0,teacher,C,4.262415917779057,3.0,-1,1,eligible
0.2,ELIGIBLE,1427.0,46.0,teacher,C,5.1267290611981196,3.0,-1,1,eligible
0.2,ELIGIBLE,1428.0,40.0,healthcare,B,5.312191119697261,1.0,-1,1,eligible
0.2,ELIGIBLE,1429.0,41.0,healthcare,B,5.661583431600875,2.0,-1,1,eligible
0.2,ELIGIBLE,1432.0,80.0,other,A,7.856759020850499,2.0,-1,1,eligible
0.2,ELIGIBLE,1433.0,73.0,other,A,7.738385353459442,1.0,-1,1,eligible
0.2,ELIGIBLE,1434.0,67.0,other,A,9.2597379529829,1.0,-1,1,eligible
0.2,ELIGIBLE,1435.0,22.0,teacher,C,5.288706960277125,2.0,-1,1,eligible
0.2,ELIGIBLE,1436.0,33.0,healthcare,B,8.088761409420629,1.0,-1,1,eligible
0.2,ELIGIBLE,1437.0,29.0,teacher,C,5.098255431012264,2.0,-1,1,eligible
0.2,ELIGIBLE,1438.0,70.0,other,A,8.07361797220987,2.0,-1,1,eligible
0.2,ELIGIBLE,1439.0,37.0,teacher,C,6.1678490326031445,1.0,-1,1,eligible
0.2,ELIGIBLE,1440.0,24.0,teacher,C,5.28502288492484,2.0,-1,1,eligible
0.2,ELIGIBLE,1442.0,71.0,other,A,9.476492079089988,3.0,-1,1,eligible
0.2,ELIGIBLE,1443.0,55.0,healthcare,B,5.07477328139079,1.0,-1,1,eligible
0.2,ELIGIBLE,1444.0,76.0,other,A,9.043971443784542,3.0,-1,1,eligible
0.2,ELIGIBLE,1445.0,28.0,healthcare,B,7.198564623614828,1.0,-1,1,eligible
0.2,ELIGIBLE,1446.0,33.0,teacher,C,3.8124391197954877,1.0,-1,1,eligible
0.2,ELIGIBLE,1447.0,41.0,teacher,C,5.5925096535306285,1.0,-1,1,eligible
0.2,ELIGIBLE,1448.0,55.0,teacher,C,5.446284880380559,1.0,-1,1,eligible
0.2,ELIGIBLE,1449.0,27.0,teacher,C,8.051658067999128,2.0,-1,1,eligible
0.2,ELIGIBLE,1451.0,74.0,other,A,8.74739907865198,2.0,-1,1,eligible
0.2,ELIGIBLE,1452.0,36.0,teacher,C,6.555766006541214,2.0,-1,1,eligible
0.2,ELIGIBLE,1453.0,32.0,healthcare,B,5.134939300322611,1.0,-1,1,eligible
0.2,ELIGIBLE,1455.0,38.0,teacher,C,4.305550940425616,2.0,-1,1,eligible
0.2,ELIGIBLE,1456.0,42.0,teacher,C,4.158039835198656,2.0,-1,1,eligible
0.2,ELIGIBLE,1457.0,38.0,teacher,C,5.452674459019911,2.0,-1,1,eligible
0.2,ELIGIBLE,1458.0,81.0,other,A,9.89923789411838,3.0,-1,1,eligible
0.2,ELIGIBLE,1459.0,36.0,teacher,C,5.755749456499711,2.0,-1,1,eligible
0.2,ELIGIBLE,1460.0,35.0,teacher,C,6.073764532868534,1.0,-1,1,eligible
0.2,ELIGIBLE,1461.0,72.0,other,A,9.037401855004923,2.0,-1,1,eligible
0.2,ELIGIBLE,1464.0,37.0,healthcare,B,2.652616044160868,2.0,-1,1,eligible
0.2,ELIGIBLE,1465.0,48.0,teacher,C,4.3561399715953835,2.0,-1,1,eligible
0.2,ELIGIBLE,1466.0,26.0,healthcare,B,5.458058050040232,1.0,-1,1,eligible
